externalId,section,description,shortDescription,nibrsUCRCodes,source,validFromTime,validToTime,severity,code,summaryCode,cjisCode,hierarchyNumber,UCR,offenseCategories,chargeType,stateOffenseCode,NCICOffenseCodes
CHG00000697,12-47-901(1)(I),ALCOHOL-AIDING UNLAWFUL CONSUMPTION,ALCOHOL-AIDING UNLAWFUL CONSUMPTION,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4104,,4104,REGULATORY_ENF,BOTH,,
CHG00000698,18-13-114(1),SECONDHAND PROPERTY DEALER FAIL TO KEEP RECORDS,SECONDHAND PROPERTY DEALER FAIL TO KEEP RECORDS,90Z,,2001-01-01T07:00:00Z,2002-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000699,12-47-901(1)(K),ALCOHOL-ALLOW MINOR TO USE ID,ALCOHOL-ALLOW MINOR TO USE ID,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4104,,4104,REGULATORY_ENF,BOTH,,
CHG00000700,18-13-112,HAZARDOUS WASTE VIOLATION,HAZARDOUS WASTE VIOLATION,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5599,,5599,GENERAL,BOTH,,
CHG00000701,12-47-901(1)(D),ALCOHOL-PARENT ALLOW VIOLATION,ALCOHOL-PARENT ALLOW VIOLATION,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4104,,4104,REGULATORY_ENF,BOTH,,
CHG00000702,18-13-111,PURCHASE OF COMODITY METALS,PURCHASE OF COMODITY METALS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000703,18-13-109.5,INTENTIONALLY SETTING WILDFIRE,INTENTIONALLY SETTING WILDFIRE,200,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Property,,2099,,2099,GENERAL,BOTH,,
CHG00000704,12-47-901(5)(A),ALCOHOL-RETAIL SALE TO MINOR,ALCOHOL-RETAIL SALE TO MINOR,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4102,,4102,REGULATORY_ENF,BOTH,,
CHG00000705,18-13-109,FIRING WOODS OR PRAIRIE,FIRING WOODS OR PRAIRIE,90Z,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,6299,,6299,GENERAL,BOTH,,
CHG00000706,12-47-901(5)(C),ALCOHOL-SELL BEER TO MINOR AFTER HOURS,ALCOHOL-SELL BEER TO MINOR AFTER HOURS,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4102,,4102,REGULATORY_ENF,BOTH,,
CHG00000707,12-47-901(5)(D),ALCOHOL-OFFER FOR SALE OFF PREMISES,ALCOHOL-OFFER FOR SALE OFF PREMISES,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4102,,4102,REGULATORY_ENF,BOTH,,
CHG00000708,18-13-107(1),IMPERSONATE PERSON WITH DISABILITY,IMPERSONATE PERSON WITH DISABILITY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000709,12-47-901(5)(H),ALCOHOL-FAIL TO POST UNDERAGE WARNING,ALCOHOL-FAIL TO POST UNDERAGE WARNING,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4102,,4102,REGULATORY_ENF,BOTH,,
CHG00000710,18-13-106,ABANDON ICEBOX/MOTOR VEHICLE,ABANDON ICEBOX/MOTOR VEHICLE,90Z,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5599,,5599,,BOTH,,
CHG00000711,12-47-901(5)(K),ALCOHOL-RETAILER WITH OPEN CONTAINER,ALCOHOL-RETAILER WITH OPEN CONTAINER,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4199,,4199,REGULATORY_ENF,BOTH,,
CHG00000712,18-13-104(2),FIGHTING BY AGREEMENT WITH DEADLY WEAPON,FIGHTING BY AGREEMENT WITH DEADLY WEAPON,13A,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Person,,1315,,1315,MCU,BOTH,,
CHG00000713,12-47-901(5)(L),ALCOHOL-RETAILER EMPLOYING SOLICITATION,ALCOHOL-RETAILER EMPLOYING SOLICITATION,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4199,,4199,REGULATORY_ENF,BOTH,,
CHG00000714,18-13-104(1),FIGHTING BY AGREEMENT,FIGHTING BY AGREEMENT,13B,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Person,,1313,,1313,GENERAL,BOTH,,
CHG00000715,12-47-901(5)(N),ALCOHOL-PERMIT GAMBLING ON LIC PREMISE,ALCOHOL-PERMIT GAMBLING ON LIC PREMISE,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4199,,4199,REGULATORY_ENF,BOTH,,
CHG00000716,18-13-101,ABUSE OF A CORPSE,ABUSE OF A CORPSE,90Z,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7299,,7299,MCU,BOTH,,
CHG00000717,12-47-901(7),ALCOHOL-GIVING AWAY BEER TO INFLUENCE SALE,ALCOHOL-GIVING AWAY BEER TO INFLUENCE SALE,90G,,2001-01-01T07:00:00Z,2018-01-01T07:00:00Z,MISDEMEANOR,Society,,4199,,4199,REGULATORY_ENF,BOTH,,
CHG00000718,18-12-111(1),UNLAWFUL PURCHASE OF FIREARMS,UNLAWFUL PURCHASE OF FIREARMS,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000719,18-12-102(3),DANGEROUS WEAPON-POSSESSION,DANGEROUS WEAPON-POSSESSION,520,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5212,,5212,GENERAL,BOTH,,
CHG00000720,18-12-109(8),IMPROPER SALE EXPLOSIVES BY PERMITEE,IMPROPER SALE EXPLOSIVES BY PERMITEE,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000721,18-12-109(7),EXPLOSIVE-HOAX,EXPLOSIVE-HOAX,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000722,18-12-102(4),ILLEGAL WEAPON-POSSESSION,ILLEGAL WEAPON-POSSESSION,520,S,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5212,,5212,GENERAL,BOTH,,
CHG00000723,18-12-109(6),EXPLOSIVE/INCENDIARY PARTS-POSSESSION,EXPLOSIVE/INCENDIARY PARTS-POSSESSION,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5207,,5207,GENERAL,BOTH,,
CHG00000724,18-12-103,DEFACED FIREARM-POSSESSION,DEFACED FIREARM-POSSESSION,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5212,,5212,GENERAL,BOTH,,
CHG00000725,18-12-104,DEFACING A FIREARM,DEFACING A FIREARM,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5201,,5201,GENERAL,BOTH,,
CHG00000726,18-12-109(5.5),WEAPON CHEMICAL/BIOLOGICAL-REMOVE W/OUT CONSENT,WEAPON CHEMICAL/BIOLOGICAL-REMOVE W/OUT CONSENT,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000727,18-12-105(1)(A),CARRYING A CONCEALED KNIFE,CARRYING A CONCEALED KNIFE,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5202,,5202,GENERAL,BOTH,,
CHG00000728,18-12-109(5),EXPLOSIVE/INCENDIARY DEVICE-REMOVE W/OUT CONSENT,EXPLOSIVE/INCENDIARY DEVICE-REMOVE W/OUT CONSENT,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000729,18-12-105(1)(B),CARRYING A CONCEALED FIREARM,CARRYING A CONCEALED FIREARM,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5202,,5202,GENERAL,BOTH,,
CHG00000730,18-12-109(4),EXPLOSIVE/INCENDIARY DEVICE-USE IN SELECT,EXPLOSIVE/INCENDIARY DEVICE-USE IN SELECT,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000731,18-12-105.5,UNLAWFUL POSSESSION OF WEAPON ON SCHOOL GROUNDS,UNLAWFUL POSSESSION OF WEAPON ON SCHOOL GROUNDS,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5202,,5202,GENERAL,BOTH,,
CHG00000732,18-12-109(2.5),WEAPON POSSESSION-CHEMICAL/BIOLOGICAL/NUCLEAR,WEAPON POSSESSION-CHEMICAL/BIOLOGICAL/NUCLEAR,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000733,18-12-107,DEFACED FIREARM-POSSESSION-2ND DEGREE OFFENSE,DEFACED FIREARM-POSSESSION-2ND DEGREE OFFENSE,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000734,18-12-109(2),EXPLOSIVE/INCENDIARY DEVICE-POSSESSION,EXPLOSIVE/INCENDIARY DEVICE-POSSESSION,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5207,,5207,GENERAL,BOTH,,
CHG00000735,18-12-107.5,ILLEGAL DISCHARGE OF A FIREARM,ILLEGAL DISCHARGE OF A FIREARM,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5213,,5213,GENERAL,BOTH,,
CHG00000736,18-12-108.7(3),FIREARM-PROVIDING TO JUVENILE,FIREARM-PROVIDING TO JUVENILE,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5212,,5212,GENERAL,BOTH,,
CHG00000737,18-12-108(2)(A),POSSESSION OF WEAPON BY PREVIOUS OFFENDER,POSSESSION OF WEAPON BY PREVIOUS OFFENDER,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5212,,5212,GENERAL,BOTH,,
CHG00000738,18-12-108.7,HANDGUN-PROVIDING/PERMITTING JUVENILE TO POSSESS,HANDGUN-PROVIDING/PERMITTING JUVENILE TO POSSESS,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5212,,5212,GENERAL,BOTH,,
CHG00000739,18-12-108.5,HANDGUN-POSSESSION BY JUVENILE,HANDGUN-POSSESSION BY JUVENILE,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5212,,5212,GENERAL,BOTH,,
CHG00000740,18-9-102(1)(A),INCITING RIOT-URGING GROUP TO ENGAGE,INCITING RIOT-URGING GROUP TO ENGAGE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5302,,5302,GENERAL,BOTH,,
CHG00000741,18-9-102(1)(B),RIOT INCITING-GIVING COMMANDS,RIOT INCITING-GIVING COMMANDS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5302,,5302,GENERAL,BOTH,,
CHG00000742,18-9-102(3),RIOT INCITING-WITH INJURY OR PROPERTY DAMAGE,RIOT INCITING-WITH INJURY OR PROPERTY DAMAGE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5302,,5302,GENERAL,BOTH,,
CHG00000743,18-9-106(1)(A),DISORDERLY CONDUCT-OFFENSIVE GESTURE,DISORDERLY CONDUCT-OFFENSIVE GESTURE,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00000744,18-9-106(1)(C),DISORDERLY CONDUCT-UNREASONABLE NOISE,DISORDERLY CONDUCT-UNREASONABLE NOISE,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00000745,18-9-106(1)(D),DISORDERLY CONDUCT-FIGHTING IN PUBLIC,DISORDERLY CONDUCT-FIGHTING IN PUBLIC,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00000746,18-9-106(1)(E),DISORDERLY CONDUCT-DISCHARGE FIREARM,DISORDERLY CONDUCT-DISCHARGE FIREARM,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00000747,18-9-106(1)(F),DISORDERLY CONDUCT-DISPLAY WEAPON,DISORDERLY CONDUCT-DISPLAY WEAPON,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00000748,18-9-106(3)(A),DISORDERLY CONDUCT-DISRUPT FUNERAL,DISORDERLY CONDUCT-DISRUPT FUNERAL,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00000749,18-9-107,OBSTRUCTING HIGHWAY/PASSAGEWAY,OBSTRUCTING HIGHWAY/PASSAGEWAY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000750,18-9-107(3),OBSTRUCTING HIGHWAY/PASSAGEWAY FUNERAL,OBSTRUCTING HIGHWAY/PASSAGEWAY FUNERAL,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000751,18-9-108,DISRUPTING LAWFUL ASSEMBLY,DISRUPTING LAWFUL ASSEMBLY,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5399,,5399,GENERAL,BOTH,,
CHG00000752,18-9-109,INTERFERENCE AT EDUCATIONAL INSTITUTION,INTERFERENCE AT EDUCATIONAL INSTITUTION,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5399,,5399,GENERAL,BOTH,,
CHG00000753,18-9-109(6)(A),INTERFERENCE WITH STAFF USING CREDIBLE THREAT,INTERFERENCE WITH STAFF USING CREDIBLE THREAT,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5399,,5399,GENERAL,BOTH,,
CHG00000754,18-9-111(1)(A),HARASSMENT-STRIKES/SHOVES/KICKS OR TOUCHES,HARASSMENT-STRIKES/SHOVES/KICKS OR TOUCHES,13B,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Person,,1313,,1313,GENERAL,BOTH,,
CHG00000755,18-9-111(1)(B),HARASSMENT-OBSCENE LANGUAGE OR GESTURE,HARASSMENT-OBSCENE LANGUAGE OR GESTURE,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00000756,18-9-111(1)(C),HARASSMENT-FOLLOWING IN PUBLIC,HARASSMENT-FOLLOWING IN PUBLIC,13C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Person,,1316,,1316,GENERAL,BOTH,,
CHG00000757,18-9-111(1)(E),HARASSMENT-BY PHONE OR COMPUTER - MIS,HARASSMENT-BY PHONE OR COMPUTER - MIS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5309,,5309,GENERAL,BOTH,,
CHG00000758,18-9-111(1)(F),HARASSMENT-CALLS REPEATEDLY,HARASSMENT-CALLS REPEATEDLY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5309,,5309,GENERAL,BOTH,,
CHG00000759,18-9-111(1)(G),HARASSMENT-REPEATED COMMUNICATIONS AFTER HOURS,HARASSMENT-REPEATED COMMUNICATIONS AFTER HOURS,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5309,,5309,GENERAL,BOTH,,
CHG00000760,18-9-111(1)(H),HARASSMENT-INSULTS/TAUNTS/CHALLENGES,HARASSMENT-INSULTS/TAUNTS/CHALLENGES,13C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Person,,1316,,1316,GENERAL,BOTH,,
CHG00000761,18-9-111(2),HARASSMENT-ETHNIC INTIMIDATATION,HARASSMENT-ETHNIC INTIMIDATATION,13C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Person,,1316,,1316,GENERAL,BOTH,,
CHG00000762,18-9-112,LOITERING,LOITERING,90B,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5314,,5314,GENERAL,BOTH,,
CHG00000763,18-9-113(1)(A),DESECRATION OF VENERATED OBJECT-MONUMENT,DESECRATION OF VENERATED OBJECT-MONUMENT,290,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2903,,2903,GENERAL,BOTH,,
CHG00000764,18-9-113(1)(B),DESECRATION OF VENERATED OBJECT-BURIAL SITE,DESECRATION OF VENERATED OBJECT-BURIAL SITE,290,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2902,,2902,GENERAL,BOTH,,
CHG00000765,18-9-114,HINDERING TRANSPORTATION,HINDERING TRANSPORTATION,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000766,18-9-115,ENDANGERING PUBLIC TRANSPORTATION,ENDANGERING PUBLIC TRANSPORTATION,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000767,18-9-115.5,VIOLATION OF RESTRAINING ORDER-PUBLIC CONVEYANCE - MIS,VIOLATION OF RESTRAINING ORDER-PUBLIC CONVEYANCE - MIS,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5399,,5399,GENERAL,BOTH,,
CHG00000768,18-9-116,THROWING MISSLES AT VEHICLES,THROWING MISSLES AT VEHICLES,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000769,18-9-116.5(1),VEHICULAR ELUDING,VEHICULAR ELUDING,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,ZZ,,5405,,5405,GENERAL,BOTH,,
CHG00000770,18-9-116.5(2)(A),VEHICULAR ELUDING CAUSING BODILY INJURY,VEHICULAR ELUDING CAUSING BODILY INJURY,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,ZZ,,5405,,5405,GENERAL,BOTH,,
CHG00000771,18-9-116.5(2)(A),VEHICULAR ELUDING CAUSING DEATH,VEHICULAR ELUDING CAUSING DEATH,NOT_APPLICABLE,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,ZZ,,5405,,5405,MCU,BOTH,,
CHG00000772,18-9-117,UNLAWFUL CONDUCT ON PUBLIC PROPERTY,UNLAWFUL CONDUCT ON PUBLIC PROPERTY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7399,,7399,GENERAL,BOTH,,
CHG00000773,18-9-118,FIREARM OR EXPLOSIVE-PUBLIC TRANSPORTATION,FIREARM OR EXPLOSIVE-PUBLIC TRANSPORTATION,520,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,5299,,5299,GENERAL,BOTH,,
CHG00000774,18-9-119(2),FAILURE TO LEAVE PREMISES,FAILURE TO LEAVE PREMISES,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,4899,,4899,GENERAL,BOTH,,
CHG00000775,18-9-119(3),FAILURE LEAVE PREMISES-HOLD HOSTAGE,FAILURE LEAVE PREMISES-HOLD HOSTAGE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,4899,,4899,MCU,BOTH,,
CHG00000776,18-9-121(2)(A),BIAS-MOTIVATED CRIMES-CAUSING INJURY,BIAS-MOTIVATED CRIMES-CAUSING INJURY,13B,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Person,,1313,,1313,MCU,BOTH,,
CHG00000777,18-9-121(2)(B),BIAS-MOTIVATED CRIMES-INTIMIDATION,BIAS-MOTIVATED CRIMES-INTIMIDATION,13C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Person,,1316,,1316,GENERAL,BOTH,,
CHG00000778,18-9-121(2)(C),BIAS MOTIVATED CRIMES CAUSING PROPERTY DAMAGE,BIAS MOTIVATED CRIMES CAUSING PROPERTY DAMAGE,290,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Property,,2999,,2999,GENERAL,BOTH,,
CHG00000779,18-9-122,PREVENT PASSAGE TO/FROM HEALTH CARE FACILITY,PREVENT PASSAGE TO/FROM HEALTH CARE FACILITY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7099,,7099,GENERAL,BOTH,,
CHG00000780,18-9-124,HAZING PROHIBITED,HAZING PROHIBITED,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7099,,7099,GENERAL,BOTH,,
CHG00000781,18-9-125,INTERFERENCE WITH A FUNERAL,INTERFERENCE WITH A FUNERAL,90C,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5311,,5311,GENERAL,BOTH,,
CHG00000782,18-9-202(1)(A),CRUELTY TO ANIMALS-FAILED TO PROVIDE,CRUELTY TO ANIMALS-FAILED TO PROVIDE,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000783,18-9-202(1)(A),CRUELTY TO ANIMALS-NEGLECT OR MISTREAT,CRUELTY TO ANIMALS-NEGLECT OR MISTREAT,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000784,18-9-202(1)(B),CRUELTY TO ANIMALS-ABANDONMENT,CRUELTY TO ANIMALS-ABANDONMENT,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000785,18-9-202(2)(B),CRUELTY TO ANIMALS-FAILED TO PROVIDE 2ND OFFENSE,CRUELTY TO ANIMALS-FAILED TO PROVIDE 2ND OFFENSE,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000786,18-9-202(2)(B),CRUELTY TO ANIMALS-NEGLECT OR MISTREAT 2ND OFFENSE,CRUELTY TO ANIMALS-NEGLECT OR MISTREAT 2ND OFFENSE,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000787,18-9-202(15)(A),CRUELTY TO ANIMALS-TORTURE/MUTILATE/KILL,CRUELTY TO ANIMALS-TORTURE/MUTILATE/KILL,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000788,18-9-202(15)(B),CRUELTY TO ANIMALS-AGGRAVATED,CRUELTY TO ANIMALS-AGGRAVATED,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000789,18-9-202(2)(C),CRUELTY TO ANIMALS-AGGRAVATED 2ND OFFENSE,CRUELTY TO ANIMALS-AGGRAVATED 2ND OFFENSE,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000790,18-9-204,ANIMAL FIGHTING,ANIMAL FIGHTING,720,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,7201,,7201,ANIMAL_CONT,BOTH,,
CHG00000791,18-9-204.5(3)(B),OWNERSHIP OF DANGEROUS DOG-BODILY INJURY,OWNERSHIP OF DANGEROUS DOG-BODILY INJURY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,6201,,6201,ANIMAL_CONT,BOTH,,
CHG00000792,18-9-204.5(3)(C),OWNERSHIP OF DANGEROUS DOG-SBI,OWNERSHIP OF DANGEROUS DOG-SBI,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,6201,,6201,MCU,BOTH,,
CHG00000793,18-9-204.5(3)(D),OWNERSHIP OF DANGEROUS DOG-CAUSES DEATH,OWNERSHIP OF DANGEROUS DOG-CAUSES DEATH,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,FELONY,Society,,6201,,6201,MCU,BOTH,,
CHG00000794,18-9-204.5(3)(E)(I),OWNERSHIP OF DANGEROUS DOG-INJURY/DEATH TO ANIMAL,OWNERSHIP OF DANGEROUS DOG-INJURY/DEATH TO ANIMAL,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,6201,,6201,ANIMAL_CONT,BOTH,,
CHG00000795,18-9-206,UNAUTHORIZED RELEASE OF AN ANIMAL,UNAUTHORIZED RELEASE OF AN ANIMAL,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,6201,,6201,ANIMAL_CONT,BOTH,,
CHG00000796,18-9-207,TAMPERING OR DRUGGING LIVESTOCK,TAMPERING OR DRUGGING LIVESTOCK,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,6201,,6201,ANIMAL_CONT,BOTH,,
CHG00000797,18-9-209(3),FALSE REPORTING OF ANIMAL CRUELTY,FALSE REPORTING OF ANIMAL CRUELTY,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,4803,,4803,GENERAL,BOTH,,
CHG00000798,18-9-302,WIRETAPPING-EAVESDROPPING DEVICE,WIRETAPPING-EAVESDROPPING DEVICE,90Z,,2001-01-01T07:00:00Z,2999-01-01T07:00:00Z,MISDEMEANOR,Society,,5704,,5704,MCU,BOTH,,
